"","HP01_T","HP02_T","HP03_T","HP04_T","HP05_T","HP01_N","HP03_N","HP04_N","HP05_N"
"hsa-miR-4736",0,0,0,0,0,0,0,0,0
"hsa-miR-4737",0,0,0,0,0,0,11,0,0
"hsa-miR-4738-3p",10,0,12,12,0,0,21,10,10
"hsa-miR-4738-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4739",0,0,0,0,0,0,71,0,0
"hsa-miR-4740-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4740-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4741",0,0,15,10,12,0,21,0,0
"hsa-miR-4742-3p",11,13,0,21,0,0,0,0,0
"hsa-miR-4742-5p",0,0,0,13,0,0,0,0,0
"hsa-miR-4743-3p",0,0,30,46,183,0,123,22,20
"hsa-miR-4743-5p",0,0,0,13,0,0,0,0,0
"hsa-miR-4744",0,0,0,0,0,0,10,0,0
"hsa-miR-4745-3p",0,0,0,0,0,0,36,0,0
"hsa-miR-4745-5p",0,17,0,11,0,12,105,35,11
"hsa-miR-4746-3p",0,0,0,0,0,0,13,0,0
"hsa-miR-4746-5p",0,0,15,15,12,0,26,0,0
"hsa-miR-4747-3p",0,0,0,0,0,0,10,0,0
"hsa-miR-4747-5p",0,0,0,0,0,0,11,0,0
"hsa-miR-4748",0,0,13,0,0,0,15,0,0
"hsa-miR-4749-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4749-5p",0,0,0,0,0,0,18,0,0
"hsa-miR-4750-3p",0,0,0,0,0,0,19,0,0
"hsa-miR-4750-5p",11,0,15,12,10,19,44,40,10
"hsa-miR-4751",0,0,0,11,0,0,10,0,0
"hsa-miR-4752",0,0,0,0,0,0,13,0,0
"hsa-miR-4753-3p",0,0,0,10,0,0,0,0,0
"hsa-miR-4753-5p",0,0,0,16,0,0,21,0,11
"hsa-miR-4754",0,0,0,0,0,0,10,0,0
"hsa-miR-4755-3p",0,0,0,0,0,0,10,0,0
"hsa-miR-4755-5p",0,0,0,0,0,0,13,10,0
"hsa-miR-4756-3p",0,0,0,0,0,0,10,0,0
"hsa-miR-4756-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4757-3p",0,0,0,0,0,0,16,0,0
"hsa-miR-4757-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4758-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4758-5p",0,0,0,0,0,0,23,11,0
"hsa-miR-4759",0,0,0,0,0,0,24,0,0
"hsa-miR-4760-3p",0,0,0,0,0,0,11,0,0
"hsa-miR-4760-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4761-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4761-5p",0,0,0,0,0,0,16,0,0
"hsa-miR-4762-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4762-5p",13,22,0,19,0,0,0,38,40
"hsa-miR-4763-3p",0,0,0,0,0,0,21,10,0
"hsa-miR-4763-5p",0,0,0,18,0,0,25,12,10
"hsa-miR-4764-3p",0,0,0,0,0,0,10,0,0
"hsa-miR-4764-5p",0,0,0,0,0,0,10,0,0
"hsa-miR-4765",0,0,0,0,0,0,0,0,0
"hsa-miR-4766-3p",0,0,0,10,0,0,0,0,0
"hsa-miR-4766-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4767",0,0,0,14,14,12,109,20,15
"hsa-miR-4768-3p",0,0,0,0,0,0,26,0,19
"hsa-miR-4768-5p",0,0,0,0,0,0,14,0,0
"hsa-miR-4769-3p",0,0,0,20,0,0,55,0,0
"hsa-miR-4769-5p",0,0,0,14,0,0,24,0,0
"hsa-miR-4770",0,0,0,0,0,0,0,0,0
"hsa-miR-4771",0,0,0,0,0,0,0,0,0
"hsa-miR-4772-3p",19,23,13,24,0,0,0,13,0
"hsa-miR-4772-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4773",0,10,0,24,0,0,14,0,0
"hsa-miR-4774-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4774-5p",0,0,0,0,0,0,143,0,0
"hsa-miR-4775",15,30,37,77,15,11,16,15,19
"hsa-miR-4776-3p",0,0,0,0,0,0,13,0,0
"hsa-miR-4776-5p",0,0,0,0,0,0,47,0,0
"hsa-miR-4777-3p",0,0,0,0,0,0,0,0,10
"hsa-miR-4777-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4778-3p",0,12,48,31,0,0,19,17,20
"hsa-miR-4778-5p",0,10,0,17,0,0,16,0,0
"hsa-miR-4779",0,0,0,0,0,0,12,0,0
"hsa-miR-4780",0,0,0,0,0,0,19,0,0
"hsa-miR-4781-3p",0,18,0,0,10,0,14,0,0
"hsa-miR-4781-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4782-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4782-5p",0,0,0,14,10,0,0,10,10
"hsa-miR-4783-3p",0,0,0,0,0,0,109,13,0
"hsa-miR-4783-5p",0,0,0,12,10,0,41,12,0
"hsa-miR-4784",176,66,105,260,20,77,38,36,62
"hsa-miR-4785",29,14,37,23,25,28,900,52,42
"hsa-miR-4786-3p",0,10,0,0,0,0,11,0,0
"hsa-miR-4786-5p",50,32,16,55,0,20,105,38,26
"hsa-miR-4787-3p",0,0,0,0,0,0,123,0,0
"hsa-miR-4787-5p",0,0,10,0,0,0,316,36,0
"hsa-miR-4788",0,0,0,0,0,0,12,0,0
"hsa-miR-4789-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4789-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4790-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4790-5p",0,0,0,11,0,0,0,0,0
"hsa-miR-4791",26,29,31,58,17,20,47,22,33
"hsa-miR-4792",0,0,0,0,0,0,52,13,0
"hsa-miR-4793-3p",0,0,0,12,0,0,22,0,0
"hsa-miR-4793-5p",0,0,0,17,0,0,23,0,0
"hsa-miR-4794",0,0,0,0,0,0,0,0,0
"hsa-miR-4795-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4795-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4796-3p",0,0,0,11,0,0,11,16,13
"hsa-miR-4796-5p",0,0,0,10,0,0,0,0,0
"hsa-miR-4797-3p",0,0,0,13,0,0,0,0,11
"hsa-miR-4798-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4798-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4799-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4799-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4800-3p",0,0,0,12,0,0,246,0,0
"hsa-miR-4800-5p",0,0,0,20,0,0,45,0,11
"hsa-miR-4801",0,0,0,14,0,0,0,0,0
"hsa-miR-4802-3p",0,0,0,11,0,0,0,0,0
"hsa-miR-4802-5p",0,11,0,0,0,0,13,12,0
"hsa-miR-4803",0,0,0,0,0,0,0,0,0
"hsa-miR-4804-3p",0,0,0,0,0,0,10,0,0
"hsa-miR-4804-5p",0,0,0,25,0,0,0,0,12
"hsa-miR-483-3p",42,41,204,83,64,10,72,12,19
"hsa-miR-483-5p",66,66,651,188,241,57,174,157,71
"hsa-miR-484",542,703,317,430,190,183,102,106,179
"hsa-miR-485-3p",108,100,13,17,17,53,20,26,25
"hsa-miR-485-5p",232,153,16,17,64,197,0,249,204
"hsa-miR-486-3p",59,41,57,341,113,26,198,64,60
"hsa-miR-486-5p",600,562,786,4922,1247,343,1799,1016,804
"hsa-miR-487a-3p",14,23,0,0,0,11,16,12,14
"hsa-miR-487a-5p",14,19,0,0,0,11,0,20,21
"hsa-miR-487b-3p",434,563,24,25,103,298,22,278,350
"hsa-miR-487b-5p",13,19,0,0,12,15,12,0,16
"hsa-miR-488-3p",0,11,0,46,0,10,10,46,23
"hsa-miR-488-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-489-3p",13,72,0,129,12,0,0,0,0
"hsa-miR-489-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-490-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-490-5p",0,0,0,0,0,0,38,0,0
"hsa-miR-491-3p",0,0,0,11,0,0,17,0,0
"hsa-miR-491-5p",144,233,102,372,85,150,22,319,198
"hsa-miR-492",0,0,0,0,0,0,24,0,0
"hsa-miR-493-3p",278,498,0,16,151,182,17,267,417
"hsa-miR-493-5p",1007,1604,38,49,291,604,28,296,517
"hsa-miR-494-3p",227,566,33,35,58,201,12,299,348
"hsa-miR-494-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-495-3p",14,34,0,0,0,0,0,20,15
"hsa-miR-495-5p",19,15,0,0,0,0,0,10,16
"hsa-miR-496",0,12,0,14,0,0,0,10,10
"hsa-miR-497-3p",22,132,0,17,25,0,23,26,57
"hsa-miR-497-5p",1212,3201,83,213,335,211,155,498,1154
"hsa-miR-498",0,0,0,36,0,0,0,0,0
"hsa-miR-4999-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4999-5p",17,33,12,0,0,0,0,0,0
"hsa-miR-499a-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-499a-5p",14,48,0,21,0,0,0,10,14
"hsa-miR-499b-3p",0,0,0,13,0,0,0,0,0
"hsa-miR-499b-5p",0,0,0,0,0,0,10,0,0
"hsa-miR-5000-3p",0,0,0,0,0,0,13,0,0
"hsa-miR-5000-5p",0,0,0,0,0,0,12,0,0
"hsa-miR-5001-3p",24,26,48,41,25,0,37,0,12
"hsa-miR-5001-5p",0,0,0,15,10,0,13,0,11
"hsa-miR-5002-3p",0,0,0,0,0,0,17,0,0
"hsa-miR-5002-5p",12,15,25,19,31,14,956,33,52
"hsa-miR-5003-3p",11,10,0,34,0,16,61,15,16
"hsa-miR-5003-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-5004-3p",0,0,0,11,10,0,18,0,10
"hsa-miR-5004-5p",0,0,0,0,0,0,10,0,0
"hsa-miR-5006-3p",15,0,0,12,12,10,57,0,22
"hsa-miR-5006-5p",0,0,0,12,0,0,28,0,0
"hsa-miR-5007-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-5007-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-5008-3p",0,0,0,12,0,0,18,0,0
"hsa-miR-5008-5p",0,0,0,10,0,0,0,0,0
"hsa-miR-5009-3p",0,13,0,0,11,0,16,0,0
"hsa-miR-5009-5p",0,0,0,14,0,0,14,0,12
"hsa-miR-500a-3p",679,784,224,1160,796,426,96,631,817
"hsa-miR-500a-5p",28,119,23,83,46,26,17,57,56
"hsa-miR-500b-3p",11,0,0,11,0,12,0,16,0
"hsa-miR-500b-5p",32,68,0,55,0,14,0,27,30
"hsa-miR-501-3p",300,190,105,215,358,150,35,114,174
"hsa-miR-501-5p",138,87,54,159,75,43,22,75,92
"hsa-miR-5010-3p",26,22,11,45,18,25,26,14,44
"hsa-miR-5010-5p",0,0,0,19,14,0,0,0,14
"hsa-miR-5011-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-5011-5p",0,0,0,0,0,0,13,0,0
"hsa-miR-502-3p",667,794,161,799,438,310,112,485,574
"hsa-miR-502-5p",15,32,0,25,0,0,19,13,22
"hsa-miR-503-3p",0,0,0,11,0,0,0,13,10
"hsa-miR-503-5p",482,352,186,982,97,480,22,319,213
"hsa-miR-504-3p",0,0,0,0,0,0,16,0,0
"hsa-miR-504-5p",36,95,11,39,43,88,15,155,153
"hsa-miR-5047",0,0,0,13,0,0,11,0,0
"hsa-miR-505-3p",66,217,99,279,58,71,30,76,100
"hsa-miR-505-5p",25,27,12,42,15,22,0,13,12
"hsa-miR-506-3p",0,99,0,0,0,0,0,0,0
"hsa-miR-506-5p",0,0,0,0,0,0,10,0,0
"hsa-miR-507",0,14,0,0,0,0,0,0,0
"hsa-miR-508-3p",46,1013,0,11,12,10,17,0,0
"hsa-miR-508-5p",14,90,0,0,0,0,12,0,0
"hsa-miR-5087",0,0,0,0,0,0,0,0,0
"hsa-miR-5088-3p",0,0,0,0,0,0,17,0,10
"hsa-miR-5088-5p",0,0,13,10,0,0,33,0,0
"hsa-miR-5089-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-5089-5p",0,0,0,0,0,0,0,0,12
"hsa-miR-509-3-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-509-3p",62,1966,10,15,16,13,11,0,11
"hsa-miR-509-5p",0,217,0,0,0,0,20,0,0
"hsa-miR-5090",0,0,0,0,0,0,0,0,0
"hsa-miR-5091",0,0,10,14,0,0,20,12,0
"hsa-miR-5092",0,0,0,0,0,0,0,0,0
"hsa-miR-5093",0,0,0,10,0,0,99,0,10
"hsa-miR-5094",0,0,0,0,0,0,0,0,0
"hsa-miR-5095",10,14,39,0,0,18,60,32,0
"hsa-miR-5096",10,0,25,18,12,0,290,0,22
"hsa-miR-510-3p",230,426,362,335,151,327,52,1012,200
"hsa-miR-510-5p",0,18,0,0,0,0,0,0,0
"hsa-miR-5100",27,61,15,49,13,25,27,16,18
"hsa-miR-511-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-511-5p",38,45,35,65,14,15,14,13,25
"hsa-miR-512-3p",0,0,0,71,0,0,0,0,12
"hsa-miR-512-5p",0,0,0,13,0,0,0,0,0
"hsa-miR-513a-3p",0,16,0,10,0,0,18,0,0
"hsa-miR-513a-5p",0,37,0,0,0,0,0,0,0
"hsa-miR-513b-3p",0,10,0,0,0,0,0,0,0
"hsa-miR-513b-5p",0,14,0,0,0,0,0,0,0
"hsa-miR-513c-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-513c-5p",10,158,0,0,0,0,60,0,0
"hsa-miR-514a-3p",49,1630,0,13,12,10,12,0,0
"hsa-miR-514a-5p",0,155,0,12,10,0,17,0,0
"hsa-miR-514b-3p",0,21,0,11,0,0,0,0,0
"hsa-miR-514b-5p",0,29,0,0,0,0,0,0,0
"hsa-miR-515-3p",0,0,0,27,0,0,0,0,0
"hsa-miR-515-5p",0,0,0,262,0,0,0,0,0
"hsa-miR-516a-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-516a-5p",0,42,0,266,0,0,0,0,0
"hsa-miR-516b-3p",0,0,0,0,0,0,11,0,0
"hsa-miR-516b-5p",0,0,0,180,0,0,0,0,0
"hsa-miR-517-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-517a-3p",0,0,0,50,0,0,0,0,0
"hsa-miR-517b-3p",0,0,0,300,0,0,0,0,0
"hsa-miR-517c-3p",0,0,0,71,0,0,0,0,0
"hsa-miR-5186",0,0,0,26,0,0,0,0,14
"hsa-miR-5187-3p",0,0,0,18,0,0,14,0,14
"hsa-miR-5187-5p",12,11,16,31,13,0,15,17,15
"hsa-miR-5188",0,0,0,0,0,0,0,0,0
"hsa-miR-5189-3p",0,0,0,11,0,0,35,0,10
"hsa-miR-5189-5p",0,0,0,0,0,0,25,0,0
"hsa-miR-518a-3p",0,0,0,48,0,0,0,0,0
"hsa-miR-518a-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-518b",0,0,0,208,0,0,0,0,0
"hsa-miR-518c-3p",0,0,0,98,0,0,0,0,17
"hsa-miR-518c-5p",0,0,0,17,0,0,28,0,0
"hsa-miR-518d-3p",0,0,0,13,0,0,0,0,0
"hsa-miR-518e-3p",0,0,0,44,0,0,0,0,0
"hsa-miR-518e-5p",0,0,0,110,0,0,0,0,0
"hsa-miR-518f-3p",0,0,0,75,0,0,0,0,0
"hsa-miR-518f-5p",0,0,0,15,0,0,0,0,0
"hsa-miR-5190",0,0,0,28,12,10,18,11,0
"hsa-miR-5191",0,0,0,15,0,0,30,0,11
"hsa-miR-5192",0,0,0,0,0,0,14,0,0
"hsa-miR-5193",0,12,13,16,0,16,52,0,27
"hsa-miR-5194",0,0,0,10,0,0,21,12,0
"hsa-miR-5195-3p",13,19,0,17,0,12,12,11,17
"hsa-miR-5195-5p",0,0,0,14,0,0,0,0,0
"hsa-miR-5196-3p",0,0,0,0,0,0,31,0,0
"hsa-miR-5196-5p",0,0,0,16,0,0,36,0,0
"hsa-miR-5197-3p",0,0,0,0,0,0,19,0,0
"hsa-miR-5197-5p",0,0,0,0,0,0,10,0,0
"hsa-miR-519a-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-519b-3p",0,0,0,11,0,0,0,0,0
"hsa-miR-519b-5p",0,0,0,19,0,0,0,0,0
"hsa-miR-519c-3p",0,0,0,43,0,0,0,0,0
"hsa-miR-519c-5p",0,0,0,43,0,0,0,0,0
"hsa-miR-519d-3p",0,0,0,30,0,0,0,0,0
"hsa-miR-519d-5p",0,0,0,19,0,0,0,0,0
"hsa-miR-519e-3p",0,0,0,0,0,0,10,0,0
"hsa-miR-519e-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-520a-3p",0,0,0,21,0,0,0,0,0
"hsa-miR-520a-5p",0,0,0,25,0,0,0,0,0
"hsa-miR-520c-3p",0,0,0,14,0,0,0,0,0
"hsa-miR-520c-5p",0,0,0,25,0,0,0,0,0
"hsa-miR-520d-3p",0,0,0,17,0,0,0,0,0
"hsa-miR-520d-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-520e",0,0,0,0,0,0,0,0,0
"hsa-miR-520f-3p",0,0,0,36,0,0,0,0,0
"hsa-miR-520f-5p",0,0,0,13,0,0,0,0,0
"hsa-miR-520g-3p",0,0,0,32,0,0,0,0,0
"hsa-miR-520g-5p",0,0,0,16,0,0,0,0,0
"hsa-miR-520h",0,0,0,51,0,0,0,0,0
"hsa-miR-521",0,0,0,0,0,0,0,0,0
"hsa-miR-522-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-523-3p",0,0,0,19,0,0,0,0,0
"hsa-miR-523-5p",0,0,0,12,0,0,0,0,0
"hsa-miR-524-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-524-5p",0,0,0,15,0,0,0,0,0
"hsa-miR-525-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-525-5p",0,0,0,25,0,0,0,0,0
"hsa-miR-526a",0,0,0,0,0,0,0,0,0
"hsa-miR-526b-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-526b-5p",0,0,0,325,0,0,0,0,0
"hsa-miR-527",0,0,0,0,0,0,0,0,0
"hsa-miR-532-3p",170,183,47,475,72,139,46,71,228
"hsa-miR-532-5p",2998,3677,903,4669,1933,1822,533,2211,3388
"hsa-miR-539-3p",53,118,0,18,10,43,13,34,85
"hsa-miR-539-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-541-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-541-5p",0,0,0,10,0,0,15,0,14
"hsa-miR-542-3p",726,916,174,2264,272,287,50,373,474
"hsa-miR-542-5p",49,62,11,123,31,27,10,42,37
"hsa-miR-543",22,31,0,0,0,20,0,14,0
"hsa-miR-544a",0,18,0,0,0,0,14,0,0
"hsa-miR-544b",0,0,0,10,0,0,0,0,0
"hsa-miR-545-3p",0,13,0,0,0,0,0,0,0
"hsa-miR-545-5p",0,0,0,12,0,0,0,0,0
"hsa-miR-548-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-548a",0,0,0,0,0,0,0,0,0
"hsa-miR-548a-3p",12,58,17,45,0,18,0,10,41
"hsa-miR-548a-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-548ab",0,0,0,0,0,0,0,0,0
"hsa-miR-548ac",0,0,0,10,0,0,0,0,0
"hsa-miR-548ad-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-548ad-5p",0,21,0,16,0,0,0,0,0
"hsa-miR-548ae-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-548ae-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-548ag",0,0,0,11,0,0,11,0,0
"hsa-miR-548ah-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-548ai",0,0,0,0,0,0,0,0,0
"hsa-miR-548aj-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-548aj-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-548ak",0,0,0,0,0,0,0,0,0
"hsa-miR-548al",15,22,0,18,0,0,0,0,0
"hsa-miR-548am-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-548an",0,12,0,0,0,12,51,20,10
"hsa-miR-548ao-3p",0,0,0,17,0,13,0,0,13
"hsa-miR-548ao-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-548ap-3p/548t-3p/548aa",21,65,17,78,27,20,16,17,38
"hsa-miR-548ap-5p/548j-5p",26,34,39,127,19,44,13,67,62
"hsa-miR-548aq-3p",0,30,0,13,11,10,0,11,0
"hsa-miR-548aq-5p",0,0,0,11,0,0,0,0,0
"hsa-miR-548ar-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-548ar-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-548as-3p",0,10,0,0,0,0,0,0,0
"hsa-miR-548as-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-548at-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-548at-5p",0,0,0,0,0,0,0,10,0
"hsa-miR-548au-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-548au-5p/548c-5p/548o-5p/548am-5p",11,52,0,40,12,15,0,25,29
"hsa-miR-548av-5p/548k",22,49,20,56,21,12,16,24,30
"hsa-miR-548aw",0,45,0,32,13,0,0,17,13
"hsa-miR-548ay-3p",0,0,0,16,0,0,0,0,13
"hsa-miR-548ay-5p",0,13,0,0,0,0,0,0,0
"hsa-miR-548az-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-548az-5p",13,17,12,0,58,0,0,15,14
"hsa-miR-548b-3p",0,0,0,10,0,0,0,0,0
"hsa-miR-548b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-548ba",50,73,0,17,0,0,11,0,14
"hsa-miR-548bb-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-548bb-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-548c-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-548d-3p",0,0,0,10,0,0,0,0,0
"hsa-miR-548d-5p",0,27,10,26,14,11,0,0,0
"hsa-miR-548e-3p",28,46,10,68,21,17,14,41,23
"hsa-miR-548e-5p",0,14,0,14,0,0,12,0,0
"hsa-miR-548f-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-548f-5p",0,13,0,19,0,0,0,0,10
"hsa-miR-548g-3p",0,10,0,0,0,0,0,0,0
"hsa-miR-548g-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-548h-3p",37,48,0,40,10,19,0,31,30
"hsa-miR-548h-5p",26,47,15,61,0,12,0,0,17
"hsa-miR-548i",0,11,0,0,0,0,11,0,0
"hsa-miR-548j-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-548l",82,167,302,146,43,102,53,144,211
"hsa-miR-548m",0,0,0,0,0,0,0,0,0
"hsa-miR-548n",0,10,0,12,0,0,0,0,11
"hsa-miR-548o-3p",0,11,0,0,13,0,0,0,0
"hsa-miR-548p",0,0,0,0,0,0,0,0,0
"hsa-miR-548q",0,21,0,16,0,0,0,13,0
"hsa-miR-548s",0,0,0,0,0,0,0,0,0
"hsa-miR-548t-5p",0,0,0,42,18,0,12,11,42
"hsa-miR-548u",0,0,0,11,0,0,0,0,0
"hsa-miR-548v",0,0,0,0,0,0,0,0,0
"hsa-miR-548w",0,0,0,0,0,0,0,0,0
"hsa-miR-548y",0,0,0,0,0,0,0,0,0
"hsa-miR-548z",10,13,0,21,0,0,0,0,10
"hsa-miR-549a",18,50,16,55,10,0,0,0,0
"hsa-miR-550a-3-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-550a-3p",10,15,14,13,0,17,0,13,14
"hsa-miR-550a-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-550b-2-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-550b-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-551a",0,0,0,12,23,0,0,0,0
"hsa-miR-551b-3p",15,35,0,0,0,0,0,0,10
"hsa-miR-551b-5p",0,0,0,0,0,0,10,0,0
"hsa-miR-552-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-552-5p",0,0,0,0,22,0,0,0,0
"hsa-miR-553",0,0,0,0,0,0,18,0,0
"hsa-miR-554",0,0,0,0,0,0,21,0,13
"hsa-miR-555",0,0,0,10,0,0,0,0,0
"hsa-miR-556-3p",0,10,0,24,16,0,0,0,0
"hsa-miR-556-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-557",0,0,0,0,0,0,16,0,0
"hsa-miR-5571-3p",51,10,0,19,29,20,29,11,19
"hsa-miR-5571-5p",0,0,0,0,0,0,18,0,0
"hsa-miR-5572",0,0,0,0,0,0,0,0,0
"hsa-miR-5579-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-5579-5p",11,0,0,0,0,0,13,0,0
"hsa-miR-558",0,0,0,0,0,0,11,0,12
"hsa-miR-5580-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-5580-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-5581-3p",0,0,0,0,0,0,12,0,0
"hsa-miR-5581-5p",0,0,0,10,0,0,0,0,0
"hsa-miR-5582-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-5582-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-5583-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-5583-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-5584-3p",0,0,0,13,0,0,13,10,0
"hsa-miR-5584-5p",0,0,0,13,0,0,11,0,0
"hsa-miR-5585-3p",0,0,0,13,0,0,58,0,0
"hsa-miR-5585-5p",0,0,0,11,0,0,30,0,0
"hsa-miR-5586-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-5586-5p",0,11,0,23,0,11,0,0,0
"hsa-miR-5587-3p",0,0,0,0,0,0,16,0,0
"hsa-miR-5587-5p",0,0,0,10,0,0,15,0,0
"hsa-miR-5588-5p",0,0,0,18,0,0,0,0,0
"hsa-miR-5589-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-5589-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-559",0,0,0,0,0,0,0,0,0
"hsa-miR-5590-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-5590-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-5591-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-5591-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-561-3p",10,0,0,0,12,0,14,0,14
"hsa-miR-561-5p",13,0,0,0,0,0,13,21,24
"hsa-miR-562",0,0,0,0,0,0,0,0,0
"hsa-miR-563",0,0,0,0,0,0,0,0,0
"hsa-miR-564",0,0,0,0,0,0,0,0,0
"hsa-miR-566",0,0,0,0,0,0,47,0,0
"hsa-miR-567",0,0,0,15,0,0,15,13,0
"hsa-miR-568",0,0,0,0,0,0,0,0,0
"hsa-miR-5680",0,0,0,10,0,0,67,0,0
"hsa-miR-5681a",0,0,0,0,0,0,0,0,0
"hsa-miR-5681b",0,0,0,0,0,0,0,0,0
"hsa-miR-5682",0,0,0,0,0,0,0,0,0
"hsa-miR-5683",0,0,0,20,10,0,19,0,12
"hsa-miR-5684",0,0,0,0,0,0,44,0,0
"hsa-miR-5685",0,0,0,0,0,0,19,0,0
"hsa-miR-5687",0,0,0,0,0,0,0,0,0
"hsa-miR-5688",0,0,0,0,0,0,0,0,0
"hsa-miR-5689",0,0,0,0,0,0,30,0,0
"hsa-miR-569",0,0,0,0,0,0,0,0,0
"hsa-miR-5690",12,23,0,11,0,0,11,0,0
"hsa-miR-5691",0,0,0,0,0,0,18,0,0
"hsa-miR-5692a",0,0,0,0,0,0,13,0,0
"hsa-miR-5692b",0,0,0,0,0,0,0,0,0
"hsa-miR-5692c",0,0,0,0,0,0,0,0,0
"hsa-miR-5693",0,0,0,18,0,0,10,0,0
